1355271000000.000,397.000,206.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,13.878,889.713,752.114,0.000,0.000,0.490,98.000,39.000,0.000,6.000,0.000,0.000,12769.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355271300000.000,352.000,182.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,11.553,581.938,680.034,0.000,0.000,0.427,86.000,34.000,0.000,6.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355271600000.000,321.000,171.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,10.720,478.350,680.034,0.000,0.000,0.438,81.000,31.000,0.000,5.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1995094.000,0.000,0.000,0.000
1355271900000.000,300.000,162.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,9.998,418.126,680.034,0.000,0.000,0.416,76.000,29.000,0.000,5.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,2370378.000,0.000,0.000,0.000
1355272200000.000,286.000,155.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,9.480,394.228,680.034,0.000,0.000,0.383,72.000,27.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,2449045.000,0.000,0.000,0.000
1355272500000.000,276.000,150.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,9.135,394.228,680.034,0.000,0.000,0.350,68.000,26.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,2385869.000,0.000,0.000,0.000
1355272800000.000,270.000,146.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,8.879,394.228,680.034,0.000,0.000,0.324,66.000,25.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,2254814.000,0.000,0.000,0.000
1355273100000.000,270.000,142.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,8.681,394.228,680.034,0.000,0.000,0.306,65.000,25.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,2116656.000,0.000,0.000,0.000
1355273400000.000,270.000,139.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,8.515,394.228,680.034,0.000,0.000,0.296,63.000,24.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1996445.000,0.000,0.000,0.000
1355273700000.000,270.000,137.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.385,394.228,680.034,0.000,0.000,0.293,63.000,24.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355274000000.000,270.000,135.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.385,394.228,680.034,0.000,0.000,0.294,62.000,23.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355274300000.000,270.000,133.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.385,394.228,680.034,0.000,0.000,0.297,62.000,23.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355274600000.000,270.000,133.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.385,394.228,680.034,0.000,0.000,0.300,62.000,23.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355274900000.000,270.000,133.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.385,394.228,680.034,0.000,0.000,0.301,62.000,23.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355275200000.000,270.000,133.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.385,394.228,680.034,0.000,0.000,0.302,62.000,23.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355275500000.000,270.000,133.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.385,394.228,680.034,0.000,0.000,0.302,62.000,23.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
1355275800000.000,270.000,133.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.385,394.228,680.034,0.000,0.000,0.302,62.000,23.000,0.000,4.000,0.000,0.000,11876.000,0.000,0.000,9.000,0.000,0.000,1977849.000,0.000,0.000,0.000
